timestamp;deviceId;tipoDispositivo;ubicacion;nombre;tipoEvento;valor;unidad;estadoPrevio;estadoNuevo;severidad
2026-09-05T02:14:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;ALERTA;;;;TAMPER;ALTA
2026-09-05T03:22:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;ALTA
2026-09-05T07:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.3;C;;;
2026-09-05T07:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;18.1;C;;;
2026-09-05T07:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;126.5;Wh;;;
2026-09-05T07:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;276.5;Wh;;;
2026-09-05T07:38:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T07:59:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T08:05:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-05T08:13:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-05T08:17:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-05T08:23:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-05T08:30:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-05T08:30:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-05T08:55:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-05T09:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;176.0;Wh;;;
2026-09-05T09:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;521.7;Wh;;;
2026-09-05T09:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;81.9;Wh;;;
2026-09-05T11:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;20.8;C;;;
2026-09-05T11:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;19.4;C;;;
2026-09-05T11:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;178.0;Wh;;;
2026-09-05T11:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;306.2;Wh;;;
2026-09-05T12:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;86.8;Wh;;;
2026-09-05T12:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;635.6;Wh;;;
2026-09-05T12:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;58.2;Wh;;;
2026-09-05T12:10:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-05T12:40:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-05T12:40:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-05T12:46:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-05T15:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.6;C;;;
2026-09-05T15:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.0;C;;;
2026-09-05T15:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;112.8;Wh;;;
2026-09-05T15:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;46.0;Wh;;;
2026-09-05T15:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;90.0;Wh;;;
2026-09-05T15:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;295.9;Wh;;;
2026-09-05T15:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;229.1;Wh;;;
2026-09-05T18:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;154.4;Wh;;;
2026-09-05T18:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;209.0;Wh;;;
2026-09-05T18:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;154.4;Wh;;;
2026-09-05T18:46:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-05T19:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;23.3;C;;;
2026-09-05T19:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;19.0;C;;;
2026-09-05T19:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;142.6;Wh;;;
2026-09-05T19:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;192.3;Wh;;;
2026-09-05T19:20:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-05T19:20:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-05T19:42:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-05T19:44:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-05T19:44:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-05T20:09:00;luz-liv-01;LUZ;Living;Luz Living;COMANDO;40;%;;ATENUAR;
2026-09-05T20:10:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;COMANDO;20.0;C;;AJUSTAR_TEMP;
2026-09-05T20:13:00;term-liv-01;TERMOSTATO;Living;Termostato Living;COMANDO;22.5;C;;AJUSTAR_TEMP;
2026-09-05T20:15:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-05T20:15:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-05T20:15:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-05T20:29:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-05T20:40:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T20:43:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T20:48:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-05T21:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;122.8;Wh;;;
2026-09-05T21:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;264.0;Wh;;;
2026-09-05T21:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;105.7;Wh;;;
2026-09-05T21:10:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T21:24:00;luz-coc-01;LUZ;Cocina;Luz Cocina;COMANDO;40;%;;ATENUAR;
2026-09-05T21:41:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T22:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;21.4;C;;;
2026-09-05T22:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.7;C;;;
2026-09-05T22:04:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T22:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;127.7;Wh;;;
2026-09-05T22:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;317.3;Wh;;;
2026-09-05T22:21:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-05T22:22:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-05T22:34:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-05T23:16:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;COMANDO;40;%;;ATENUAR;
2026-09-05T23:22:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-05T23:23:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-05T23:27:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-05T23:54:00;luz-dorm-01;LUZ;Dormitorio;Luz Dormitorio;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-05T23:54:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;ENCENDIDO;APAGADO;
2026-09-06T03:41:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;ALERTA;;;;TAMPER;ALTA
2026-09-06T06:29:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;ENCENDIDA;APAGADA;
2026-09-06T06:30:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;ALERTA;;;;BATERIA_BAJA;BAJA
2026-09-06T07:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;21.2;C;;;
2026-09-06T07:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;17.5;C;;;
2026-09-06T07:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;377.3;Wh;;;
2026-09-06T07:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;357.4;Wh;;;
2026-09-06T07:19:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T07:58:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T08:11:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-06T08:30:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-06T08:30:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-06T08:32:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-06T08:35:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-06T08:46:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-06T08:49:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;CAMBIO_ESTADO;;;APAGADO;ENCENDIDO;
2026-09-06T09:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;119.5;Wh;;;
2026-09-06T09:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;848.5;Wh;;;
2026-09-06T09:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;101.2;Wh;;;
2026-09-06T11:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.3;C;;;
2026-09-06T11:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;19.5;C;;;
2026-09-06T11:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;264.8;Wh;;;
2026-09-06T11:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;306.7;Wh;;;
2026-09-06T12:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;87.7;Wh;;;
2026-09-06T12:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;613.9;Wh;;;
2026-09-06T12:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;92.8;Wh;;;
2026-09-06T12:09:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-06T12:38:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-06T12:40:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-06T12:40:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-06T15:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.4;C;;;
2026-09-06T15:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;18.1;C;;;
2026-09-06T15:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;119.4;Wh;;;
2026-09-06T15:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;107.5;Wh;;;
2026-09-06T15:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;68.5;Wh;;;
2026-09-06T15:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;339.1;Wh;;;
2026-09-06T15:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;249.8;Wh;;;
2026-09-06T18:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;100.2;Wh;;;
2026-09-06T18:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;796.9;Wh;;;
2026-09-06T18:00:00;ench-of-01;ENCHUFE;Oficina;Enchufe PC;MEDICION;40.6;Wh;;;
2026-09-06T18:09:00;luz-ext-01;LUZ;Exterior;Luz Exterior;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-06T19:00:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;22.8;C;;;
2026-09-06T19:00:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;20.7;C;;;
2026-09-06T19:05:00;term-liv-01;TERMOSTATO;Living;Termostato Living;MEDICION;179.6;Wh;;;
2026-09-06T19:05:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;MEDICION;287.1;Wh;;;
2026-09-06T19:20:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-06T19:20:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;DESTRABADA;TRABADA;
2026-09-06T19:32:00;cerr-gar-01;CERRADURA;Garaje;Cerradura Garaje;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-06T19:35:00;luz-liv-01;LUZ;Living;Luz Living;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-06T19:43:00;luz-ext-01;LUZ;Exterior;Luz Exterior;COMANDO;60;%;;ATENUAR;
2026-09-06T19:48:00;cerr-front-01;CERRADURA;Entrada;Cerradura Entrada;CAMBIO_ESTADO;;;TRABADA;DESTRABADA;
2026-09-06T20:06:00;mov-pas-01;SENSOR_MOVIMIENTO;Pasillo;Sensor Pasillo;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T20:12:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-06T20:15:00;ap-coc-01;SENSOR_APERTURA;Cocina;Ventana Cocina;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-06T20:15:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;ABIERTO;CERRADO;
2026-09-06T20:17:00;term-liv-01;TERMOSTATO;Living;Termostato Living;COMANDO;22.5;C;;AJUSTAR_TEMP;
2026-09-06T20:23:00;ap-gar-01;SENSOR_APERTURA;Garaje;Puerta Garaje;CAMBIO_ESTADO;;;CERRADO;ABIERTO;
2026-09-06T20:37:00;luz-liv-01;LUZ;Living;Luz Living;COMANDO;60;%;;ATENUAR;
2026-09-06T20:47:00;term-dorm-01;TERMOSTATO;Dormitorio;Termostato Dormitorio;COMANDO;20.0;C;;AJUSTAR_TEMP;
2026-09-06T20:53:00;mov-ext-01;SENSOR_MOVIMIENTO;Exterior;Sensor Exterior;ALERTA;;;;MOVIMIENTO;BAJA
2026-09-06T20:57:00;luz-coc-01;LUZ;Cocina;Luz Cocina;CAMBIO_ESTADO;;;APAGADA;ENCENDIDA;
2026-09-06T21:00:00;ench-liv-01;ENCHUFE;Living;Enchufe TV;MEDICION;67.7;Wh;;;
2026-09-06T21:00:00;ench-coc-01;ENCHUFE;Cocina;Enchufe Microondas;MEDICION;677.0;Wh;;;
